case,level_1,id,org:resource,concept:name,time:timestamp,org:role,case_start,time_from_start,time_from_last,time_from_start_category,time_from_last_category,case_end,cumulativeTimeS,remainingTimeS,executionTimeS,cumulativeTimeCategory,executionTimeCategory,remainingTimeNor,executionTimeD,cumulativeTimeD,remainingTimeD
3962,19655,st_step 103778_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-03-26 12:40:04+00:00,BUDGET OWNER,2018-03-23 08:34:47+00:00,273917,273679.0,6,6,2018-04-05 15:30:51+00:00,273917,874247,273679.0,6,6,0.02156397345588471,3.167581019,3.170335648,10.118599537
3962,19656,st_step 103779_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-04-02 03:15:19+00:00,SUPERVISOR,2018-03-23 08:34:47+00:00,844832,570915.0,6,6,2018-04-05 15:30:51+00:00,844832,303332,570915.0,6,6,0.00748191666236249,6.6078125,9.778148148,3.510787037
3962,19657,dd_declaration 103774_19,SYSTEM,Request Payment,2018-04-03 09:20:28+00:00,UNDEFINED,2018-03-23 08:34:47+00:00,953141,108309.0,6,5,2018-04-05 15:30:51+00:00,953141,195023,108309.0,6,5,0.004810392023406432,1.253576389,11.031724537,2.257210648
3962,19658,dd_declaration 103774_20,SYSTEM,Payment Handled,2018-04-05 15:30:51+00:00,UNDEFINED,2018-03-23 08:34:47+00:00,1148164,195023.0,6,5,2018-04-05 15:30:51+00:00,1148164,0,195023.0,6,5,0.0,2.257210648,13.288935185,0.0
3963,19659,st_step 110178_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 08:54:57+00:00,EMPLOYEE,2018-03-23 08:54:57+00:00,0,0.0,1,1,2018-04-05 15:30:51+00:00,0,1146954,0.0,1,1,0.02829050098098225,0.0,0.0,13.274930556
3963,19660,st_step 110177_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-23 08:55:10+00:00,ADMINISTRATION,2018-03-23 08:54:57+00:00,13,13.0,1,1,2018-04-05 15:30:51+00:00,13,1146941,13.0,1,1,0.028290180326001533,0.000150463,0.000150463,13.274780093
3963,19661,st_step 110176_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-28 06:08:29+00:00,SUPERVISOR,2018-03-23 08:54:57+00:00,422012,421999.0,6,6,2018-04-05 15:30:51+00:00,422012,724942,421999.0,6,6,0.017881251002355138,4.884247685,4.884398148,8.390532407
3963,19662,dd_declaration 110174_19,SYSTEM,Request Payment,2018-03-29 06:48:42+00:00,UNDEFINED,2018-03-23 08:54:57+00:00,510825,88813.0,6,5,2018-04-05 15:30:51+00:00,510825,636129,88813.0,6,5,0.015690610171402913,1.027928241,5.912326389,7.362604167
3963,19663,dd_declaration 110174_20,SYSTEM,Payment Handled,2018-04-05 15:30:51+00:00,UNDEFINED,2018-03-23 08:54:57+00:00,1146954,636129.0,6,6,2018-04-05 15:30:51+00:00,1146954,0,636129.0,6,6,0.0,7.362604167,13.274930556,0.0
3964,19664,st_step 110182_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 09:03:39+00:00,EMPLOYEE,2018-03-23 09:03:39+00:00,0,0.0,1,1,2018-03-29 15:31:10+00:00,0,541651,0.0,1,1,0.013360237766161517,0.0,0.0,6.269108796
3964,19665,st_step 110181_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-23 09:05:42+00:00,ADMINISTRATION,2018-03-23 09:03:39+00:00,123,123.0,1,1,2018-03-29 15:31:10+00:00,123,541528,123.0,1,1,0.013357203876728584,0.001423611,0.001423611,6.267685185
3964,19666,st_step 110183_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-03-23 13:00:55+00:00,BUDGET OWNER,2018-03-23 09:03:39+00:00,14236,14113.0,4,4,2018-03-29 15:31:10+00:00,14236,527415,14113.0,4,4,0.013009095896509148,0.163344907,0.164768519,6.104340278
3964,19667,st_step 110184_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-26 08:19:53+00:00,SUPERVISOR,2018-03-23 09:03:39+00:00,256574,242338.0,6,5,2018-03-29 15:31:10+00:00,256574,285077,242338.0,6,5,0.007031643072133212,2.804837963,2.969606481,3.299502315
3964,19668,dd_declaration 110179_19,SYSTEM,Request Payment,2018-03-27 14:38:54+00:00,UNDEFINED,2018-03-23 09:03:39+00:00,365715,109141.0,6,5,2018-03-29 15:31:10+00:00,365715,175936,109141.0,6,5,0.004339596514411295,1.263206019,4.2328125,2.036296296
3964,19669,dd_declaration 110179_20,SYSTEM,Payment Handled,2018-03-29 15:31:10+00:00,UNDEFINED,2018-03-23 09:03:39+00:00,541651,175936.0,6,5,2018-03-29 15:31:10+00:00,541651,0,175936.0,6,5,0.0,2.036296296,6.269108796,0.0
3965,19670,st_step 102815_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 09:10:05+00:00,EMPLOYEE,2018-03-23 09:10:05+00:00,0,0.0,1,1,2018-03-29 15:31:10+00:00,0,541265,0.0,1,1,0.01335071677981101,0.0,0.0,6.264641204
3965,19671,st_step 102814_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-23 09:10:15+00:00,ADMINISTRATION,2018-03-23 09:10:05+00:00,10,10.0,1,1,2018-03-29 15:31:10+00:00,10,541255,10.0,1,1,0.013350470122133536,0.000115741,0.000115741,6.264525463
3965,19672,st_step 102813_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-26 12:47:37+00:00,SUPERVISOR,2018-03-23 09:10:05+00:00,272252,272242.0,6,6,2018-03-29 15:31:10+00:00,272252,269013,272242.0,6,6,0.006635412179038547,3.150949074,3.151064815,3.113576389
3965,19673,dd_declaration 102811_19,SYSTEM,Request Payment,2018-03-27 11:53:15+00:00,UNDEFINED,2018-03-23 09:10:05+00:00,355390,83138.0,6,5,2018-03-29 15:31:10+00:00,355390,185875,83138.0,6,5,0.004584749580052971,0.96224537,4.113310185,2.151331019
3965,19674,dd_declaration 102811_20,SYSTEM,Payment Handled,2018-03-29 15:31:10+00:00,UNDEFINED,2018-03-23 09:10:05+00:00,541265,185875.0,6,5,2018-03-29 15:31:10+00:00,541265,0,185875.0,6,5,0.0,2.151331019,6.264641204,0.0
3966,19675,st_step 103783_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 09:34:18+00:00,EMPLOYEE,2018-03-23 09:34:18+00:00,0,0.0,1,1,2018-03-29 15:31:10+00:00,0,539812,0.0,1,1,0.013314877419273998,0.0,0.0,6.247824074
3966,19676,st_step 103785_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-26 07:22:18+00:00,ADMINISTRATION,2018-03-23 09:34:18+00:00,251280,251280.0,6,6,2018-03-29 15:31:10+00:00,251280,288532,251280.0,6,6,0.007116863299700573,2.908333333,2.908333333,3.339490741
3966,19677,st_step 103782_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-03-26 08:42:47+00:00,BUDGET OWNER,2018-03-23 09:34:18+00:00,256109,4829.0,6,3,2018-03-29 15:31:10+00:00,256109,283703,4829.0,6,3,0.006997752307248248,0.055891204,2.964224537,3.283599537
3966,19678,st_step 103784_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-27 14:38:51+00:00,SUPERVISOR,2018-03-23 09:34:18+00:00,363873,107764.0,6,5,2018-03-29 15:31:10+00:00,363873,175939,107764.0,6,5,0.004339670511714537,1.247268519,4.211493056,2.036331019
3966,19679,dd_declaration 103780_19,SYSTEM,Request Payment,2018-03-28 07:58:16+00:00,UNDEFINED,2018-03-23 09:34:18+00:00,426238,62365.0,6,5,2018-03-29 15:31:10+00:00,426238,113574,62365.0,6,5,0.0028013899061462605,0.72181713,4.933310185,1.314513889
3966,19680,dd_declaration 103780_20,SYSTEM,Payment Handled,2018-03-29 15:31:10+00:00,UNDEFINED,2018-03-23 09:34:18+00:00,539812,113574.0,6,5,2018-03-29 15:31:10+00:00,539812,0,113574.0,6,5,0.0,1.314513889,6.247824074,0.0
3967,19681,st_step 103790_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 10:07:46+00:00,EMPLOYEE,2018-03-23 10:07:46+00:00,0,0.0,1,1,2018-04-05 15:30:51+00:00,0,1142585,0.0,1,1,0.02818273624169374,0.0,0.0,13.224363426
3967,19682,st_step 103789_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-23 10:07:55+00:00,ADMINISTRATION,2018-03-23 10:07:46+00:00,9,9.0,1,1,2018-04-05 15:30:51+00:00,9,1142576,9.0,1,1,0.028182514249784015,0.000104167,0.000104167,13.224259259
3967,19683,st_step 103788_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-23 13:00:29+00:00,SUPERVISOR,2018-03-23 10:07:46+00:00,10363,10354.0,4,4,2018-04-05 15:30:51+00:00,10363,1132222,10354.0,4,4,0.027927124890527157,0.119837963,0.11994213,13.104421296
3967,19684,dd_declaration 103786_19,SYSTEM,Request Payment,2018-03-29 06:58:44+00:00,UNDEFINED,2018-03-23 10:07:46+00:00,507058,496695.0,6,6,2018-04-05 15:30:51+00:00,507058,635527,496695.0,6,6,0.01567576137921896,5.748784722,5.868726852,7.355636574
3967,19685,dd_declaration 103786_20,SYSTEM,Payment Handled,2018-04-05 15:30:51+00:00,UNDEFINED,2018-03-23 10:07:46+00:00,1142585,635527.0,6,6,2018-04-05 15:30:51+00:00,1142585,0,635527.0,6,6,0.0,7.355636574,13.224363426,0.0
3968,19686,st_step 110189_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 10:17:51+00:00,EMPLOYEE,2018-03-23 10:17:51+00:00,0,0.0,1,1,2018-06-18 15:31:18+00:00,0,7535607,0.0,1,1,0.18587153209788423,0.0,0.0,87.217673611
3968,19687,st_step 110187_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-26 12:19:23+00:00,ADMINISTRATION,2018-03-23 10:17:51+00:00,266492,266492.0,6,6,2018-06-18 15:31:18+00:00,266492,7269115,266492.0,6,6,0.17929830231933694,3.084398148,3.084398148,84.133275463
3968,19688,st_step 110190_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-03-27 12:01:22+00:00,BUDGET OWNER,2018-03-23 10:17:51+00:00,351811,85319.0,6,5,2018-06-18 15:31:18+00:00,351811,7183796,85319.0,6,5,0.17719384368089422,0.987488426,4.071886574,83.145787037
3968,19689,st_step 110188_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-29 08:35:06+00:00,SUPERVISOR,2018-03-23 10:17:51+00:00,512235,160424.0,6,5,2018-06-18 15:31:18+00:00,512235,7023372,160424.0,6,5,0.17323686255578102,1.856759259,5.928645833,81.289027778
3968,19690,dd_declaration 110185_19,SYSTEM,Request Payment,2018-06-13 16:45:11+00:00,UNDEFINED,2018-03-23 10:17:51+00:00,7108040,6595805.0,8,8,2018-06-18 15:31:18+00:00,7108040,427567,6595805.0,8,8,0.010546268318464069,76.340335648,82.268981481,4.94869213
3968,19691,dd_declaration 110185_20,SYSTEM,Payment Handled,2018-06-18 15:31:18+00:00,UNDEFINED,2018-03-23 10:17:51+00:00,7535607,427567.0,8,6,2018-06-18 15:31:18+00:00,7535607,0,427567.0,8,6,0.0,4.94869213,87.217673611,0.0
3969,19692,st_step 102818_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 10:34:27+00:00,EMPLOYEE,2018-03-23 10:34:27+00:00,0,0.0,1,1,2018-04-26 15:30:51+00:00,0,2955384,0.0,1,1,0.07289681534846144,0.0,0.0,34.205833333
3969,19693,st_step 102820_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-04-20 10:01:25+00:00,ADMINISTRATION,2018-03-23 10:34:27+00:00,2417218,2417218.0,7,7,2018-04-26 15:30:51+00:00,2417218,538166,2417218.0,7,7,0.013274277565561734,27.977060185,27.977060185,6.228773148
3969,19694,st_step 102819_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-04-20 12:50:44+00:00,SUPERVISOR,2018-03-23 10:34:27+00:00,2427377,10159.0,7,4,2018-04-26 15:30:51+00:00,2427377,528007,10159.0,7,4,0.013023698031015624,0.117581019,28.094641204,6.11119213
3969,19695,dd_declaration 102816_19,SYSTEM,Request Payment,2018-04-23 06:56:05+00:00,UNDEFINED,2018-03-23 10:34:27+00:00,2665298,237921.0,7,5,2018-04-26 15:30:51+00:00,2665298,290086,237921.0,7,5,0.007155193902780074,2.753715278,30.848356481,3.357476852
3969,19696,dd_declaration 102816_20,SYSTEM,Payment Handled,2018-04-26 15:30:51+00:00,UNDEFINED,2018-03-23 10:34:27+00:00,2955384,290086.0,7,6,2018-04-26 15:30:51+00:00,2955384,0,290086.0,7,6,0.0,3.357476852,34.205833333,0.0
3970,19697,st_step 110347_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 10:43:01+00:00,EMPLOYEE,2018-03-23 10:43:01+00:00,0,0.0,1,1,2018-03-29 15:31:10+00:00,0,535689,0.0,1,1,0.013213180458851358,0.0,0.0,6.200104167
3970,19698,st_step 110346_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-23 10:43:54+00:00,ADMINISTRATION,2018-03-23 10:43:01+00:00,53,53.0,1,1,2018-03-29 15:31:10+00:00,53,535636,53.0,1,1,0.013211873173160743,0.000613426,0.000613426,6.199490741
3970,19699,st_step 110345_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-26 12:41:03+00:00,SUPERVISOR,2018-03-23 10:43:01+00:00,266282,266229.0,6,6,2018-03-29 15:31:10+00:00,266282,269407,266229.0,6,6,0.006645130491531034,3.081354167,3.081967593,3.118136574
3970,19700,dd_declaration 110343_19,SYSTEM,Request Payment,2018-03-27 12:21:14+00:00,UNDEFINED,2018-03-23 10:43:01+00:00,351493,85211.0,6,5,2018-03-29 15:31:10+00:00,351493,184196,85211.0,6,5,0.0045433357560050415,0.986238426,4.068206019,2.131898148
3970,19701,dd_declaration 110343_20,SYSTEM,Payment Handled,2018-03-29 15:31:10+00:00,UNDEFINED,2018-03-23 10:43:01+00:00,535689,184196.0,6,5,2018-03-29 15:31:10+00:00,535689,0,184196.0,6,5,0.0,2.131898148,6.200104167,0.0
3971,19702,st_step 103793_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 10:52:35+00:00,EMPLOYEE,2018-03-23 10:52:35+00:00,0,0.0,1,1,2018-03-23 11:06:56+00:00,0,861,0.0,1,1,2.1237226030534543e-05,0.0,0.0,0.009965278
3971,19703,st_step 103792_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-03-23 10:52:48+00:00,ADMINISTRATION,2018-03-23 10:52:35+00:00,13,13.0,1,1,2018-03-23 11:06:56+00:00,13,848,13.0,1,1,2.0916571049817995e-05,0.000150463,0.000150463,0.009814815
3971,19704,st_step 103794_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-03-23 11:06:56+00:00,EMPLOYEE,2018-03-23 10:52:35+00:00,861,848.0,2,2,2018-03-23 11:06:56+00:00,861,0,848.0,2,2,0.0,0.009814815,0.009965278,0.0
3972,19705,st_step 106658_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 11:05:35+00:00,EMPLOYEE,2018-03-23 11:05:35+00:00,0,0.0,1,1,2018-04-05 15:30:51+00:00,0,1139116,0.0,1,1,0.02809717069337792,0.0,0.0,13.184212963
3972,19706,st_step 106657_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-23 11:09:05+00:00,ADMINISTRATION,2018-03-23 11:05:35+00:00,210,210.0,1,1,2018-04-05 15:30:51+00:00,210,1138906,210.0,1,1,0.028091990882150957,0.002430556,0.002430556,13.181782407
3972,19707,st_step 106656_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-28 06:07:34+00:00,SUPERVISOR,2018-03-23 11:05:35+00:00,414119,413909.0,6,6,2018-04-05 15:30:51+00:00,414119,724997,413909.0,6,6,0.017882607619581246,4.790613426,4.793043981,8.391168981
3972,19708,dd_declaration 106654_19,SYSTEM,Request Payment,2018-03-29 15:10:02+00:00,UNDEFINED,2018-03-23 11:05:35+00:00,533067,118948.0,6,5,2018-04-05 15:30:51+00:00,533067,606049,118948.0,6,5,0.014948663877560314,1.376712963,6.169756944,7.014456019
3972,19709,dd_declaration 106654_20,SYSTEM,Payment Handled,2018-04-05 15:30:51+00:00,UNDEFINED,2018-03-23 11:05:35+00:00,1139116,606049.0,6,6,2018-04-05 15:30:51+00:00,1139116,0,606049.0,6,6,0.0,7.014456019,13.184212963,0.0
3973,19710,st_step 106662_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 11:12:04+00:00,EMPLOYEE,2018-03-23 11:12:04+00:00,0,0.0,1,1,2018-03-26 15:31:13+00:00,0,274749,0.0,1,1,0.006776895022837788,0.0,0.0,3.179965278
3973,19711,st_step 106663_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-23 11:17:28+00:00,ADMINISTRATION,2018-03-23 11:12:04+00:00,324,324.0,1,1,2018-03-26 15:31:13+00:00,324,274425,324.0,1,1,0.006768903314087621,0.00375,0.00375,3.176215278
3973,19712,st_step 106661_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-23 12:59:30+00:00,SUPERVISOR,2018-03-23 11:12:04+00:00,6446,6122.0,3,3,2018-03-26 15:31:13+00:00,6446,268303,6122.0,3,3,0.006617899483937874,0.070856481,0.074606481,3.105358796
3973,19713,dd_declaration 106659_19,SYSTEM,Request Payment,2018-03-23 14:54:28+00:00,UNDEFINED,2018-03-23 11:12:04+00:00,13344,6898.0,4,3,2018-03-26 15:31:13+00:00,13344,261405,6898.0,4,3,0.006447755018016124,0.079837963,0.154444444,3.025520833
3973,19714,dd_declaration 106659_20,SYSTEM,Payment Handled,2018-03-26 15:31:13+00:00,UNDEFINED,2018-03-23 11:12:04+00:00,274749,261405.0,6,6,2018-03-26 15:31:13+00:00,274749,0,261405.0,6,6,0.0,3.025520833,3.179965278,0.0
3974,19715,st_step 110351_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 11:37:18+00:00,EMPLOYEE,2018-03-23 11:37:18+00:00,0,0.0,1,1,2018-03-29 15:31:10+00:00,0,532432,0.0,1,1,0.013132844053297989,0.0,0.0,6.162407407
3974,19716,st_step 110352_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-23 11:37:21+00:00,ADMINISTRATION,2018-03-23 11:37:18+00:00,3,3.0,1,1,2018-03-29 15:31:10+00:00,3,532429,3.0,1,1,0.013132770055994746,3.4722e-05,3.4722e-05,6.162372685
3974,19717,st_step 110350_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-23 12:01:38+00:00,SUPERVISOR,2018-03-23 11:37:18+00:00,1460,1457.0,2,2,2018-03-29 15:31:10+00:00,1460,530972,1457.0,2,2,0.013096832032386745,0.016863426,0.016898148,6.145509259
3974,19718,dd_declaration 110348_19,SYSTEM,Request Payment,2018-03-27 11:05:39+00:00,UNDEFINED,2018-03-23 11:37:18+00:00,343701,342241.0,6,6,2018-03-29 15:31:10+00:00,343701,188731,342241.0,6,6,0.004655195012739623,3.961122685,3.978020833,2.184386574
3974,19719,dd_declaration 110348_20,SYSTEM,Payment Handled,2018-03-29 15:31:10+00:00,UNDEFINED,2018-03-23 11:37:18+00:00,532432,188731.0,6,5,2018-03-29 15:31:10+00:00,532432,0,188731.0,6,5,0.0,2.184386574,6.162407407,0.0
3975,19720,st_step 97780_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 11:37:44+00:00,EMPLOYEE,2018-03-23 11:37:44+00:00,0,0.0,1,1,2018-03-29 15:31:10+00:00,0,532406,0.0,1,1,0.013132202743336555,0.0,0.0,6.162106481
3975,19721,st_step 97779_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-23 11:39:04+00:00,ADMINISTRATION,2018-03-23 11:37:44+00:00,80,80.0,1,1,2018-03-29 15:31:10+00:00,80,532326,80.0,1,1,0.01313022948191676,0.000925926,0.000925926,6.161180556
3975,19722,st_step 97778_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-23 12:02:02+00:00,SUPERVISOR,2018-03-23 11:37:44+00:00,1458,1378.0,2,2,2018-03-29 15:31:10+00:00,1458,530948,1378.0,2,2,0.013096240053960807,0.015949074,0.016875,6.145231481
3975,19723,dd_declaration 97776_19,SYSTEM,Request Payment,2018-03-27 11:05:16+00:00,UNDEFINED,2018-03-23 11:37:44+00:00,343652,342194.0,6,6,2018-03-29 15:31:10+00:00,343652,188754,342194.0,6,6,0.004655762325397813,3.960578704,3.977453704,2.184652778
3975,19724,dd_declaration 97776_20,SYSTEM,Payment Handled,2018-03-29 15:31:10+00:00,UNDEFINED,2018-03-23 11:37:44+00:00,532406,188754.0,6,5,2018-03-29 15:31:10+00:00,532406,0,188754.0,6,5,0.0,2.184652778,6.162106481,0.0
3976,19725,st_step 110356_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 11:39:23+00:00,EMPLOYEE,2018-03-23 11:39:23+00:00,0,0.0,1,1,2018-03-29 15:31:10+00:00,0,532307,0.0,1,1,0.01312976083232956,0.0,0.0,6.160960648
3976,19726,st_step 110355_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-23 11:41:50+00:00,ADMINISTRATION,2018-03-23 11:39:23+00:00,147,147.0,1,1,2018-03-29 15:31:10+00:00,147,532160,147.0,1,1,0.013126134964470688,0.001701389,0.001701389,6.159259259
3976,19727,st_step 110357_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-23 12:02:42+00:00,SUPERVISOR,2018-03-23 11:39:23+00:00,1399,1252.0,2,2,2018-03-29 15:31:10+00:00,1399,530908,1252.0,2,2,0.01309525342325091,0.014490741,0.01619213,6.144768519
3976,19728,dd_declaration 110353_19,SYSTEM,Request Payment,2018-03-27 11:05:00+00:00,UNDEFINED,2018-03-23 11:39:23+00:00,343537,342138.0,6,6,2018-03-29 15:31:10+00:00,343537,188770,342138.0,6,6,0.004656156977681772,3.959930556,3.976122685,2.184837963
3976,19729,dd_declaration 110353_20,SYSTEM,Payment Handled,2018-03-29 15:31:10+00:00,UNDEFINED,2018-03-23 11:39:23+00:00,532307,188770.0,6,5,2018-03-29 15:31:10+00:00,532307,0,188770.0,6,5,0.0,2.184837963,6.160960648,0.0
3977,19730,st_step 110365_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 11:44:55+00:00,EMPLOYEE,2018-03-23 11:44:55+00:00,0,0.0,1,1,2018-08-23 12:11:18+00:00,0,13220783,0.0,1,1,0.3261007629171296,0.0,0.0,153.018321759
3977,19731,st_step 110364_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-23 11:44:58+00:00,ADMINISTRATION,2018-03-23 11:44:55+00:00,3,3.0,1,1,2018-08-23 12:11:18+00:00,3,13220780,3.0,1,1,0.32610068891982635,3.4722e-05,3.4722e-05,153.018287037
3977,19732,st_step 110362_0,STAFF MEMBER,Declaration REJECTED by BUDGET OWNER,2018-03-23 12:59:17+00:00,BUDGET OWNER,2018-03-23 11:44:55+00:00,4462,4459.0,3,3,2018-08-23 12:11:18+00:00,4462,13216321,4459.0,3,3,0.32599070426144056,0.051608796,0.051643519,152.966678241
3977,19733,st_step 110363_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-03-26 00:44:48+00:00,EMPLOYEE,2018-03-23 11:44:55+00:00,219593,215131.0,5,5,2018-08-23 12:11:18+00:00,219593,13001190,215131.0,5,5,0.32068433298016885,2.48994213,2.541585648,150.476736111
3977,19734,st_step 110360_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-08-23 11:15:21+00:00,EMPLOYEE,2018-03-23 11:44:55+00:00,13217426,12997833.0,8,8,2018-08-23 12:11:18+00:00,13217426,3357,12997833.0,8,8,8.280298232811204e-05,150.437881944,152.979467593,0.038854167
3977,19735,st_step 110359_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-08-23 11:15:27+00:00,ADMINISTRATION,2018-03-23 11:44:55+00:00,13217432,6.0,8,1,2018-08-23 12:11:18+00:00,13217432,3351,6.0,8,1,8.265498772162747e-05,6.9444e-05,152.979537037,0.038784722
3977,19736,st_step 110361_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-08-23 12:11:18+00:00,EMPLOYEE,2018-03-23 11:44:55+00:00,13220783,3351.0,8,3,2018-08-23 12:11:18+00:00,13220783,0,3351.0,8,3,0.0,0.038784722,153.018321759,0.0
3978,19737,st_step 99702_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 12:39:38+00:00,EMPLOYEE,2018-03-23 12:39:38+00:00,0,0.0,1,1,2018-04-05 15:30:51+00:00,0,1133473,0.0,1,1,0.027957981765979186,0.0,0.0,13.118900463
3978,19738,st_step 99700_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-23 12:55:13+00:00,ADMINISTRATION,2018-03-23 12:39:38+00:00,935,935.0,2,2,2018-04-05 15:30:51+00:00,935,1132538,935.0,2,2,0.027934919273135343,0.010821759,0.010821759,13.108078704
3978,19739,st_step 99703_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-03-26 07:29:38+00:00,BUDGET OWNER,2018-03-23 12:39:38+00:00,240600,239665.0,5,5,2018-04-05 15:30:51+00:00,240600,892873,239665.0,5,5,0.02202339804594828,2.773900463,2.784722222,10.334178241
3978,19740,st_step 99701_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-03-26 10:32:32+00:00,SUPERVISOR,2018-03-23 12:39:38+00:00,251574,10974.0,6,4,2018-04-05 15:30:51+00:00,251574,881899,10974.0,6,4,0.021752715910688017,0.127013889,2.911736111,10.207164352
3978,19741,dd_declaration 99698_19,SYSTEM,Request Payment,2018-03-29 07:40:45+00:00,UNDEFINED,2018-03-23 12:39:38+00:00,500467,248893.0,6,5,2018-04-05 15:30:51+00:00,500467,633006,248893.0,6,5,0.015613578978727699,2.880706019,5.79244213,7.326458333
3978,19742,dd_declaration 99698_20,SYSTEM,Payment Handled,2018-04-05 15:30:51+00:00,UNDEFINED,2018-03-23 12:39:38+00:00,1133473,633006.0,6,6,2018-04-05 15:30:51+00:00,1133473,0,633006.0,6,6,0.0,7.326458333,13.118900463,0.0
3979,19743,st_step 103800_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-23 12:39:52+00:00,EMPLOYEE,2018-03-23 12:39:52+00:00,0,0.0,1,1,2018-04-09 15:30:57+00:00,0,1479065,0.0,1,1,0.03648227377334794,0.0,0.0,17.11880787
3979,19744,st_step 103799_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-23 12:39:54+00:00,ADMINISTRATION,2018-03-23 12:39:52+00:00,2,2.0,1,1,2018-04-09 15:30:57+00:00,2,1479063,2.0,1,1,0.03648222444181244,2.3148e-05,2.3148e-05,17.118784722
