case,id,org:resource,concept:name,time:timestamp,org:role,case_start,time_from_start,time_from_last,time_from_start_category,time_from_last_category
7007,st_step 121743_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-19 10:02:32+00:00,SUPERVISOR,2018-07-18 08:55:09+00:00,90443,90396.0,5,5
7007,dd_declaration 121741_19,SYSTEM,Request Payment,2018-07-19 14:53:09+00:00,UNDEFINED,2018-07-18 08:55:09+00:00,107880,17437.0,5,4
7007,dd_declaration 121741_20,SYSTEM,Payment Handled,2018-07-23 15:31:10+00:00,UNDEFINED,2018-07-18 08:55:09+00:00,455761,347881.0,6,6
7008,st_step 121748_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 09:03:58+00:00,EMPLOYEE,2018-07-18 09:03:58+00:00,0,0.0,1,1
7008,st_step 121749_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-18 09:24:16+00:00,ADMINISTRATION,2018-07-18 09:03:58+00:00,1218,1218.0,2,2
7008,st_step 121750_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-18 10:03:28+00:00,SUPERVISOR,2018-07-18 09:03:58+00:00,3570,2352.0,3,3
7008,dd_declaration 121746_19,SYSTEM,Request Payment,2018-07-19 06:31:34+00:00,UNDEFINED,2018-07-18 09:03:58+00:00,77256,73686.0,5,5
7008,dd_declaration 121746_20,SYSTEM,Payment Handled,2018-07-23 15:31:10+00:00,UNDEFINED,2018-07-18 09:03:58+00:00,455232,377976.0,6,6
7009,st_step 111047_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 09:18:17+00:00,EMPLOYEE,2018-07-18 09:18:17+00:00,0,0.0,1,1
7009,st_step 111049_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-07-18 09:23:50+00:00,ADMINISTRATION,2018-07-18 09:18:17+00:00,333,333.0,1,1
7009,st_step 111048_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-07-18 10:02:28+00:00,EMPLOYEE,2018-07-18 09:18:17+00:00,2651,2318.0,3,3
7009,st_step 111044_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 12:00:15+00:00,EMPLOYEE,2018-07-18 09:18:17+00:00,9718,7067.0,3,3
7009,st_step 111045_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-19 15:49:10+00:00,ADMINISTRATION,2018-07-18 09:18:17+00:00,109853,100135.0,5,5
7009,st_step 111046_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-20 09:01:20+00:00,SUPERVISOR,2018-07-18 09:18:17+00:00,171783,61930.0,5,5
7009,dd_declaration 111042_19,SYSTEM,Request Payment,2018-07-26 07:48:59+00:00,UNDEFINED,2018-07-18 09:18:17+00:00,685842,514059.0,6,6
7009,dd_declaration 111042_20,SYSTEM,Payment Handled,2018-07-31 15:30:55+00:00,UNDEFINED,2018-07-18 09:18:17+00:00,1145558,459716.0,6,6
7010,st_step 128202_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 09:22:17+00:00,EMPLOYEE,2018-07-18 09:22:17+00:00,0,0.0,1,1
7010,st_step 128201_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-18 09:22:21+00:00,ADMINISTRATION,2018-07-18 09:22:17+00:00,4,4.0,1,1
7010,st_step 128203_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-18 10:07:59+00:00,SUPERVISOR,2018-07-18 09:22:17+00:00,2742,2738.0,3,3
7010,dd_declaration 128199_19,SYSTEM,Request Payment,2018-07-19 06:31:44+00:00,UNDEFINED,2018-07-18 09:22:17+00:00,76167,73425.0,5,5
7010,dd_declaration 128199_20,SYSTEM,Payment Handled,2018-07-23 15:31:10+00:00,UNDEFINED,2018-07-18 09:22:17+00:00,454133,377966.0,6,6
7011,st_step 128208_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 09:30:00+00:00,EMPLOYEE,2018-07-18 09:30:00+00:00,0,0.0,1,1
7011,st_step 128207_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-18 09:35:15+00:00,ADMINISTRATION,2018-07-18 09:30:00+00:00,315,315.0,1,1
7011,st_step 128206_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-23 12:02:06+00:00,SUPERVISOR,2018-07-18 09:30:00+00:00,441126,440811.0,6,6
7011,dd_declaration 128204_19,SYSTEM,Request Payment,2018-07-24 13:53:43+00:00,UNDEFINED,2018-07-18 09:30:00+00:00,534223,93097.0,6,5
7011,dd_declaration 128204_20,SYSTEM,Payment Handled,2018-07-26 15:31:02+00:00,UNDEFINED,2018-07-18 09:30:00+00:00,712862,178639.0,6,5
7012,st_step 128213_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 09:30:04+00:00,EMPLOYEE,2018-07-18 09:30:04+00:00,0,0.0,1,1
7012,st_step 128212_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-18 09:30:11+00:00,ADMINISTRATION,2018-07-18 09:30:04+00:00,7,7.0,1,1
7012,st_step 128211_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-18 10:03:43+00:00,SUPERVISOR,2018-07-18 09:30:04+00:00,2019,2012.0,3,3
7012,dd_declaration 128209_19,SYSTEM,Request Payment,2018-07-19 06:31:13+00:00,UNDEFINED,2018-07-18 09:30:04+00:00,75669,73650.0,5,5
7012,dd_declaration 128209_20,SYSTEM,Payment Handled,2018-07-23 15:31:10+00:00,UNDEFINED,2018-07-18 09:30:04+00:00,453666,377997.0,6,6
7013,st_step 128222_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 09:31:51+00:00,EMPLOYEE,2018-07-18 09:31:51+00:00,0,0.0,1,1
7013,st_step 128223_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-07-18 09:31:58+00:00,ADMINISTRATION,2018-07-18 09:31:51+00:00,7,7.0,1,1
7013,st_step 128224_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-07-19 10:05:02+00:00,EMPLOYEE,2018-07-18 09:31:51+00:00,88391,88384.0,5,5
7013,st_step 128220_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-19 10:53:53+00:00,EMPLOYEE,2018-07-18 09:31:51+00:00,91322,2931.0,5,3
7013,st_step 128219_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-07-19 10:54:12+00:00,ADMINISTRATION,2018-07-18 09:31:51+00:00,91341,19.0,5,1
7013,st_step 128221_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-07-20 10:00:54+00:00,EMPLOYEE,2018-07-18 09:31:51+00:00,174543,83202.0,5,5
7013,st_step 128217_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-23 09:38:42+00:00,EMPLOYEE,2018-07-18 09:31:51+00:00,432411,257868.0,6,6
7013,st_step 128218_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-23 09:38:45+00:00,ADMINISTRATION,2018-07-18 09:31:51+00:00,432414,3.0,6,1
7013,st_step 128216_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-23 09:40:11+00:00,SUPERVISOR,2018-07-18 09:31:51+00:00,432500,86.0,6,1
7013,dd_declaration 128214_19,SYSTEM,Request Payment,2018-07-24 13:23:51+00:00,UNDEFINED,2018-07-18 09:31:51+00:00,532320,99820.0,6,5
7013,dd_declaration 128214_20,SYSTEM,Payment Handled,2018-07-26 15:31:02+00:00,UNDEFINED,2018-07-18 09:31:51+00:00,712751,180431.0,6,5
7014,st_step 111053_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 09:41:01+00:00,EMPLOYEE,2018-07-18 09:41:01+00:00,0,0.0,1,1
7014,st_step 111054_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-18 09:41:27+00:00,ADMINISTRATION,2018-07-18 09:41:01+00:00,26,26.0,1,1
7014,st_step 111052_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-18 10:04:02+00:00,SUPERVISOR,2018-07-18 09:41:01+00:00,1381,1355.0,2,2
7014,dd_declaration 111050_19,SYSTEM,Request Payment,2018-07-19 06:31:22+00:00,UNDEFINED,2018-07-18 09:41:01+00:00,75021,73640.0,5,5
7014,dd_declaration 111050_20,SYSTEM,Payment Handled,2018-07-23 15:31:10+00:00,UNDEFINED,2018-07-18 09:41:01+00:00,453009,377988.0,6,6
7015,st_step 121753_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 09:55:32+00:00,EMPLOYEE,2018-07-18 09:55:32+00:00,0,0.0,1,1
7015,st_step 121754_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-18 09:55:53+00:00,ADMINISTRATION,2018-07-18 09:55:32+00:00,21,21.0,1,1
7015,st_step 121755_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-18 10:03:08+00:00,SUPERVISOR,2018-07-18 09:55:32+00:00,456,435.0,2,2
7015,dd_declaration 121751_19,SYSTEM,Request Payment,2018-07-19 06:30:57+00:00,UNDEFINED,2018-07-18 09:55:32+00:00,74125,73669.0,5,5
7015,dd_declaration 121751_20,SYSTEM,Payment Handled,2018-07-23 15:31:10+00:00,UNDEFINED,2018-07-18 09:55:32+00:00,452138,378013.0,6,6
7016,st_step 110854_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 11:12:56+00:00,EMPLOYEE,2018-07-18 11:12:56+00:00,0,0.0,1,1
7016,st_step 110855_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-18 11:13:05+00:00,ADMINISTRATION,2018-07-18 11:12:56+00:00,9,9.0,1,1
7016,st_step 110853_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-19 09:17:21+00:00,SUPERVISOR,2018-07-18 11:12:56+00:00,79465,79456.0,5,5
7016,dd_declaration 110851_19,SYSTEM,Request Payment,2018-07-20 11:22:38+00:00,UNDEFINED,2018-07-18 11:12:56+00:00,173382,93917.0,5,5
7016,dd_declaration 110851_20,SYSTEM,Payment Handled,2018-07-23 15:31:10+00:00,UNDEFINED,2018-07-18 11:12:56+00:00,447494,274112.0,6,6
7017,st_step 110931_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 11:17:21+00:00,EMPLOYEE,2018-07-18 11:17:21+00:00,0,0.0,1,1
7017,st_step 110933_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-18 11:23:05+00:00,ADMINISTRATION,2018-07-18 11:17:21+00:00,344,344.0,1,1
7017,st_step 110932_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-19 11:35:41+00:00,SUPERVISOR,2018-07-18 11:17:21+00:00,87500,87156.0,5,5
7017,dd_declaration 110929_19,SYSTEM,Request Payment,2018-07-25 22:27:02+00:00,UNDEFINED,2018-07-18 11:17:21+00:00,644981,557481.0,6,6
7017,dd_declaration 110929_20,SYSTEM,Payment Handled,2018-07-31 15:30:55+00:00,UNDEFINED,2018-07-18 11:17:21+00:00,1138414,493433.0,6,6
7018,st_step 110939_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 11:34:37+00:00,EMPLOYEE,2018-07-18 11:34:37+00:00,0,0.0,1,1
7018,st_step 110938_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-18 11:34:41+00:00,ADMINISTRATION,2018-07-18 11:34:37+00:00,4,4.0,1,1
7018,st_step 110936_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-07-19 10:06:12+00:00,BUDGET OWNER,2018-07-18 11:34:37+00:00,81095,81091.0,5,5
7018,st_step 110937_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-20 07:55:17+00:00,SUPERVISOR,2018-07-18 11:34:37+00:00,159640,78545.0,5,5
7018,dd_declaration 110934_19,SYSTEM,Request Payment,2018-07-20 07:55:18+00:00,UNDEFINED,2018-07-18 11:34:37+00:00,159641,1.0,5,1
7018,dd_declaration 110934_20,SYSTEM,Payment Handled,2018-07-23 15:31:10+00:00,UNDEFINED,2018-07-18 11:34:37+00:00,446193,286552.0,6,6
7019,st_step 119926_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 12:06:13+00:00,EMPLOYEE,2018-07-18 12:06:13+00:00,0,0.0,1,1
7019,st_step 119927_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-18 12:06:17+00:00,ADMINISTRATION,2018-07-18 12:06:13+00:00,4,4.0,1,1
7019,st_step 119928_0,STAFF MEMBER,Declaration REJECTED by BUDGET OWNER,2018-07-25 12:55:14+00:00,BUDGET OWNER,2018-07-18 12:06:13+00:00,607741,607737.0,6,6
7019,st_step 119929_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-07-27 04:35:52+00:00,EMPLOYEE,2018-07-18 12:06:13+00:00,750579,142838.0,6,5
7019,st_step 119925_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-31 08:04:30+00:00,EMPLOYEE,2018-07-18 12:06:13+00:00,1108697,358118.0,6,6
7019,st_step 119923_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-31 08:04:49+00:00,ADMINISTRATION,2018-07-18 12:06:13+00:00,1108716,19.0,6,1
7019,st_step 119924_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-07-31 12:47:34+00:00,BUDGET OWNER,2018-07-18 12:06:13+00:00,1125681,16965.0,6,4
7019,st_step 119922_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-08-01 08:00:34+00:00,SUPERVISOR,2018-07-18 12:06:13+00:00,1194861,69180.0,6,5
7019,dd_declaration 119920_19,SYSTEM,Request Payment,2018-08-02 06:45:35+00:00,UNDEFINED,2018-07-18 12:06:13+00:00,1276762,81901.0,7,5
7019,dd_declaration 119920_20,SYSTEM,Payment Handled,2018-08-06 15:31:05+00:00,UNDEFINED,2018-07-18 12:06:13+00:00,1653892,377130.0,7,6
7020,st_step 119934_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 13:08:17+00:00,EMPLOYEE,2018-07-18 13:08:17+00:00,0,0.0,1,1
7020,st_step 119932_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-18 13:08:19+00:00,ADMINISTRATION,2018-07-18 13:08:17+00:00,2,2.0,1,1
7020,st_step 119933_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-19 11:34:16+00:00,SUPERVISOR,2018-07-18 13:08:17+00:00,80759,80757.0,5,5
7020,dd_declaration 119930_19,SYSTEM,Request Payment,2018-07-20 06:32:00+00:00,UNDEFINED,2018-07-18 13:08:17+00:00,149023,68264.0,5,5
7020,dd_declaration 119930_20,SYSTEM,Payment Handled,2018-07-23 15:31:10+00:00,UNDEFINED,2018-07-18 13:08:17+00:00,440573,291550.0,6,6
7021,st_step 118035_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 14:48:12+00:00,EMPLOYEE,2018-07-18 14:48:12+00:00,0,0.0,1,1
7021,st_step 118036_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-18 14:48:18+00:00,ADMINISTRATION,2018-07-18 14:48:12+00:00,6,6.0,1,1
7021,st_step 118034_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-20 06:32:52+00:00,SUPERVISOR,2018-07-18 14:48:12+00:00,143080,143074.0,5,5
7021,dd_declaration 118032_19,SYSTEM,Request Payment,2018-07-28 04:19:20+00:00,UNDEFINED,2018-07-18 14:48:12+00:00,826268,683188.0,6,6
7021,dd_declaration 118032_20,SYSTEM,Payment Handled,2018-08-02 15:31:27+00:00,UNDEFINED,2018-07-18 14:48:12+00:00,1298595,472327.0,7,6
7022,st_step 128227_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-18 15:35:12+00:00,EMPLOYEE,2018-07-18 15:35:12+00:00,0,0.0,1,1
7022,st_step 128228_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-18 15:35:55+00:00,ADMINISTRATION,2018-07-18 15:35:12+00:00,43,43.0,1,1
7022,st_step 128229_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-07-19 11:33:49+00:00,BUDGET OWNER,2018-07-18 15:35:12+00:00,71917,71874.0,5,5
7022,st_step 128230_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-26 03:15:32+00:00,SUPERVISOR,2018-07-18 15:35:12+00:00,646820,574903.0,6,6
7022,dd_declaration 128225_19,SYSTEM,Request Payment,2018-08-14 09:50:41+00:00,UNDEFINED,2018-07-18 15:35:12+00:00,2312129,1665309.0,7,7
7022,dd_declaration 128225_20,SYSTEM,Payment Handled,2018-08-16 15:31:23+00:00,UNDEFINED,2018-07-18 15:35:12+00:00,2505371,193242.0,7,5
7023,st_step 110944_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-19 02:55:43+00:00,EMPLOYEE,2018-07-19 02:55:43+00:00,0,0.0,1,1
7023,st_step 110943_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-19 02:56:23+00:00,ADMINISTRATION,2018-07-19 02:55:43+00:00,40,40.0,1,1
7023,st_step 110942_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-20 06:44:07+00:00,SUPERVISOR,2018-07-19 02:55:43+00:00,100104,100064.0,5,5
7023,dd_declaration 110940_19,SYSTEM,Request Payment,2018-08-03 06:15:02+00:00,UNDEFINED,2018-07-19 02:55:43+00:00,1307959,1207855.0,7,6
7023,dd_declaration 110940_20,SYSTEM,Payment Handled,2018-08-06 15:31:05+00:00,UNDEFINED,2018-07-19 02:55:43+00:00,1600522,292563.0,7,6
7024,st_step 110949_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-19 03:08:30+00:00,EMPLOYEE,2018-07-19 03:08:30+00:00,0,0.0,1,1
7024,st_step 110948_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-19 03:08:50+00:00,ADMINISTRATION,2018-07-19 03:08:30+00:00,20,20.0,1,1
7024,st_step 110947_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-20 06:33:39+00:00,SUPERVISOR,2018-07-19 03:08:30+00:00,98709,98689.0,5,5
7024,dd_declaration 110945_19,SYSTEM,Request Payment,2018-08-03 06:15:03+00:00,UNDEFINED,2018-07-19 03:08:30+00:00,1307193,1208484.0,7,6
7024,dd_declaration 110945_20,SYSTEM,Payment Handled,2018-08-06 15:31:05+00:00,UNDEFINED,2018-07-19 03:08:30+00:00,1599755,292562.0,7,6
7025,st_step 121760_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-19 06:38:54+00:00,EMPLOYEE,2018-07-19 06:38:54+00:00,0,0.0,1,1
7025,st_step 121759_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-19 06:38:59+00:00,ADMINISTRATION,2018-07-19 06:38:54+00:00,5,5.0,1,1
7025,st_step 121761_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-07-19 09:19:16+00:00,BUDGET OWNER,2018-07-19 06:38:54+00:00,9622,9617.0,3,3
7025,st_step 121758_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-19 10:11:40+00:00,SUPERVISOR,2018-07-19 06:38:54+00:00,12766,3144.0,4,3
7025,dd_declaration 121756_19,SYSTEM,Request Payment,2018-07-24 07:20:42+00:00,UNDEFINED,2018-07-19 06:38:54+00:00,434508,421742.0,6,6
7025,dd_declaration 121756_20,SYSTEM,Payment Handled,2018-07-26 15:31:02+00:00,UNDEFINED,2018-07-19 06:38:54+00:00,636728,202220.0,6,5
7026,st_step 111058_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-19 08:33:42+00:00,EMPLOYEE,2018-07-19 08:33:42+00:00,0,0.0,1,1
7026,st_step 111057_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-19 08:33:46+00:00,ADMINISTRATION,2018-07-19 08:33:42+00:00,4,4.0,1,1
7026,st_step 111059_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-08-01 08:55:58+00:00,BUDGET OWNER,2018-07-19 08:33:42+00:00,1124536,1124532.0,6,6
7026,st_step 111060_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-08-08 03:15:17+00:00,SUPERVISOR,2018-07-19 08:33:42+00:00,1708895,584359.0,7,6
7026,dd_declaration 111055_19,SYSTEM,Request Payment,2018-08-11 00:53:10+00:00,UNDEFINED,2018-07-19 08:33:42+00:00,1959568,250673.0,7,6
7026,dd_declaration 111055_20,SYSTEM,Payment Handled,2018-08-16 15:31:23+00:00,UNDEFINED,2018-07-19 08:33:42+00:00,2444261,484693.0,7,6
7027,st_step 111064_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-19 08:43:05+00:00,EMPLOYEE,2018-07-19 08:43:05+00:00,0,0.0,1,1
7027,st_step 111063_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-19 08:43:11+00:00,ADMINISTRATION,2018-07-19 08:43:05+00:00,6,6.0,1,1
7027,st_step 111065_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-07-19 11:34:48+00:00,BUDGET OWNER,2018-07-19 08:43:05+00:00,10303,10297.0,4,4
7027,st_step 111066_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-26 03:15:32+00:00,SUPERVISOR,2018-07-19 08:43:05+00:00,585147,574844.0,6,6
7027,dd_declaration 111061_19,SYSTEM,Request Payment,2018-08-23 09:18:14+00:00,UNDEFINED,2018-07-19 08:43:05+00:00,3026109,2440962.0,7,7
7027,dd_declaration 111061_20,SYSTEM,Payment Handled,2018-08-27 15:31:17+00:00,UNDEFINED,2018-07-19 08:43:05+00:00,3394092,367983.0,7,6
7028,st_step 111069_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-19 09:52:30+00:00,EMPLOYEE,2018-07-19 09:52:30+00:00,0,0.0,1,1
7028,st_step 111070_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-19 10:04:16+00:00,ADMINISTRATION,2018-07-19 09:52:30+00:00,706,706.0,2,2
7028,st_step 111071_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-07-19 14:18:51+00:00,BUDGET OWNER,2018-07-19 09:52:30+00:00,15981,15275.0,4,4
7028,st_step 111072_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-26 03:15:31+00:00,SUPERVISOR,2018-07-19 09:52:30+00:00,580981,565000.0,6,6
7028,dd_declaration 111067_19,SYSTEM,Request Payment,2018-08-17 10:22:38+00:00,UNDEFINED,2018-07-19 09:52:30+00:00,2507408,1926427.0,7,7
7028,dd_declaration 111067_20,SYSTEM,Payment Handled,2018-08-20 15:31:16+00:00,UNDEFINED,2018-07-19 09:52:30+00:00,2785126,277718.0,7,6
7029,st_step 111076_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-19 09:56:03+00:00,EMPLOYEE,2018-07-19 09:56:03+00:00,0,0.0,1,1
7029,st_step 111077_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-19 10:03:30+00:00,ADMINISTRATION,2018-07-19 09:56:03+00:00,447,447.0,2,2
7029,st_step 111075_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-20 08:11:17+00:00,SUPERVISOR,2018-07-19 09:56:03+00:00,80114,79667.0,5,5
7029,dd_declaration 111073_19,SYSTEM,Request Payment,2018-07-24 08:41:05+00:00,UNDEFINED,2018-07-19 09:56:03+00:00,427502,347388.0,6,6
7029,dd_declaration 111073_20,SYSTEM,Payment Handled,2018-07-26 15:31:02+00:00,UNDEFINED,2018-07-19 09:56:03+00:00,624899,197397.0,6,5
7030,st_step 128233_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-19 10:28:00+00:00,EMPLOYEE,2018-07-19 10:28:00+00:00,0,0.0,1,1
7030,st_step 128232_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-07-19 10:28:18+00:00,ADMINISTRATION,2018-07-19 10:28:00+00:00,18,18.0,1,1
7030,st_step 128234_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-07-19 12:33:49+00:00,EMPLOYEE,2018-07-19 10:28:00+00:00,7549,7531.0,3,3
7031,st_step 119937_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-19 11:15:03+00:00,EMPLOYEE,2018-07-19 11:15:03+00:00,0,0.0,1,1
7031,st_step 119938_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-19 11:22:03+00:00,ADMINISTRATION,2018-07-19 11:15:03+00:00,420,420.0,2,2
7031,st_step 119939_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-08-01 08:36:50+00:00,SUPERVISOR,2018-07-19 11:15:03+00:00,1113707,1113287.0,6,6
7031,dd_declaration 119935_19,SYSTEM,Request Payment,2018-08-01 10:17:09+00:00,UNDEFINED,2018-07-19 11:15:03+00:00,1119726,6019.0,6,3
7031,dd_declaration 119935_20,SYSTEM,Payment Handled,2018-08-02 15:31:27+00:00,UNDEFINED,2018-07-19 11:15:03+00:00,1224984,105258.0,6,5
7032,st_step 110859_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-19 11:24:31+00:00,EMPLOYEE,2018-07-19 11:24:31+00:00,0,0.0,1,1
7032,st_step 110858_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-19 11:42:37+00:00,ADMINISTRATION,2018-07-19 11:24:31+00:00,1086,1086.0,2,2
7032,st_step 110860_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-08-01 08:37:21+00:00,SUPERVISOR,2018-07-19 11:24:31+00:00,1113170,1112084.0,6,6
7032,dd_declaration 110856_19,SYSTEM,Request Payment,2018-08-01 10:17:08+00:00,UNDEFINED,2018-07-19 11:24:31+00:00,1119157,5987.0,6,3
7032,dd_declaration 110856_20,SYSTEM,Payment Handled,2018-08-02 15:31:27+00:00,UNDEFINED,2018-07-19 11:24:31+00:00,1224416,105259.0,6,5
7033,st_step 110954_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-19 11:45:18+00:00,EMPLOYEE,2018-07-19 11:45:18+00:00,0,0.0,1,1
7033,st_step 110952_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-19 11:48:23+00:00,ADMINISTRATION,2018-07-19 11:45:18+00:00,185,185.0,1,1
7033,st_step 110953_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-08-01 08:38:31+00:00,SUPERVISOR,2018-07-19 11:45:18+00:00,1111993,1111808.0,6,6
7033,dd_declaration 110950_19,SYSTEM,Request Payment,2018-08-01 10:17:10+00:00,UNDEFINED,2018-07-19 11:45:18+00:00,1117912,5919.0,6,3
